479.348,157.146
364.776,411.78
382.043,75.0389
271.883,92.1598
183.77,396.966
557.134,186.132
344.56,111.167
450.984,316.617
152.495,582.513
271.297,392.846
591.504,24.4819
382.171,208.82
520.933,234.986
561.748,214.679
136.363,489.346
97.8729,104.996
179.687,584.802
430.164,567.644
67.806,529.557
457.155,36.7138
208.252,270.84
127.812,193.951
270.803,155.132
35.3587,61.4154
483.56,114.719
32.9051,230.152
122.611,74.0501
189.117,67.8426
263.552,169.927
502.951,449.849
163.994,278.915
296.109,256.557
345.787,446.095
302.005,381.86
545.286,508.646
569.915,495.37
201.056,508.17
203.125,503.134
447.359,185.29
449.886,349.797
281.991,350.694
365.709,506.65
277.889,225.721
366.002,388.598
506.577,146.983
487.716,44.496
42.4085,128.251
278.622,564.165
316.819,73.3909
333.171,145.811
490.335,534.519
393.469,468.05
312.314,208.454
34.3883,509.653
436.079,466.036
451.35,261.373
58.8519,507.144
169.414,473.086
455.177,36.0363
593.042,480.374
472.042,250.111
414.252,54.091
355.364,236.158
199.133,116.807
575.756,567.882
370.305,469.607
22.6875,398.138
104.941,173.443
35.9081,440.053
166.686,528.367
42.5733,530.509
390.265,94.5219
269.027,569.604
237.568,298.947
295.962,130.375
344.176,271.261
525.712,131.95
274.502,52.7909
130.302,70.1498
5.03555,422.272
349.284,199.371
353.807,482.095
105.747,359.209
275.198,449.025
9.52178,40.0098
38.8195,592.767
516.263,380.615
410.938,166.411
111.075,92.288
257.418,472.463
285.598,402.826
87.1609,308.103
377.099,213.984
154.161,533.512
438.496,166.54
37.4828,7.03146
7.89209,406.525
317.771,230.885
146.709,546.239
68.8131,351.006
214.533,414.161
383.38,455.196
350.2,487.002
451.387,212.903
527.323,598.242
9.96124,0.604266
553.124,16.2236
83.4986,556.456
279.501,486.361
232.679,507.913
194.903,330.314
431.41,416.413
465.816,396.673
390.081,82.3267
396.49,356.407
244.16,154.289
576.086,137.004
226.637,186.663
81.283,589.105
243.428,588.665
3.84533,179.156
569.988,9.11893
271.316,402.167
388.379,400.629
429.908,508.042
183.221,506.412
358.312,235.279
515.458,214.386
180.932,145.976
192.395,121.549
149.767,255.696
153.301,152.641
363.073,351.921
488.723,176.977
490.133,295.047
512.583,467.043
570.519,95.5657
105.93,142.497
56.7644,461
250.752,443.733
369.134,6.68355
372.759,178.185
331.175,23.9326
12.0304,383.728
555.028,399.31
40.0647,152.385
144.969,578.832
142.112,58.4491
588.153,570.94
383.398,534.721
201.074,281.771
578.137,240.205
0.878933,576.727
480.135,363.97
169.762,161.797
513.407,107.578
181.646,78.7561
61.9648,91.1527
359.74,307.608
237.312,125.944
533.512,270.29
342.271,297.464
164.269,329.27
350.2,202.979
407.697,474.862
418.262,487.112
482.26,494.894
153.117,319.053
212.281,220.594
48.5244,355.492
514.359,542.412
12.7445,32.7403
495.773,189.428
405.316,532.011
333.995,366.295
501.23,461.312
205.615,241.267
401.837,398.12
233.595,179.211
110.892,336.137
121.879,513.26
594.635,180.255
445.546,148.814
544.353,533.201
65.8101,193.951
260.915,117.814
38.3251,109.427
379.077,278.567
83.4803,572.643
250.972,306.143
387.701,548.784
507.401,28.8217
204.279,363.384
215.412,14.4658
22.6325,69.6371
351.317,226.618
574.584,104.428
407.55,78.9025
46.5285,126.713
452.339,131.034
166.32,32.2825
260.787,570.428
333.28,238.209
36.2926,323.099
60.5914,431.062
340.88,337.73
298.343,472.573
353.258,486.288
506.247,256.502
473.379,225.373
44.8073,410.279
592.291,261.922
153.465,35.4503
45.8693,366.662
84.6156,580.517
171.355,179.705
462.374,39.8633
485.391,551.549
234.492,372.832
202.173,263.186
286.605,336.137
310.758,69.6921
87.1242,223.981
529.978,510.166
431.959,309.256
159.874,28.4371
457.302,279.592
148.43,248.189
189.904,62.1296
392.151,345.769
402.881,330.808
389.477,565.117
246.284,89.6512
265.749,418.152
20.9845,426.136
88.1497,214.386
564.788,428.059
490.023,463.71
19.0802,358.037
122.428,595.734
445.601,479.037
152.77,540.049
461.037,424.781
528.092,10.419
159.069,109.024
22.6875,237.275
488.211,467.061
388.47,591.87
554.167,223.414
226.6,245.991
215.613,179.705
499.509,311.051
42.1339,415.754
101.865,400.189
2.92978,98.4954
409.345,57.0208
355.162,291.916
223.707,195.251
100.674,261.831
33.3445,592.291
79.8364,269.448
7.5808,581.011
71.2119,147.368
443.88,183.367
565.85,51.6556
486.471,429.542
384.899,483.908
235.151,106.241
209.479,176.904
263.24,278.292
191.186,337.913
63.0634,26.7708
512.363,42.8114
238.063,147.954
264.669,275.436
360.07,56.2517
514.872,205.451
310.63,435.493
326.249,198.694
24.9763,481.784
4.88907,553.618
57.5884,482.04
339.158,257.802
287.851,371.789
101.297,357.982
384.863,215.961
380.047,37.5378
549.809,456.551
12.598,195.325
154.967,70.7358
285.195,219.092
597.876,83.517
170.55,347.874
389.422,378.014
271.444,116.642
194.812,247.951
338.664,477.297
445.985,235.463
132.408,89.2483
244.069,98.2574
495.883,574.126
571.142,49.8428
9.52178,427.454
129.441,116.532
295.157,181.848
27.2835,554.991
338.17,315.006
230.061,574.035
97.0305,96.2249
395.245,104.63
368.658,465.67
10.181,61.5253
578.246,539.445
251.411,440.547
62.4958,434.852
84.0297,94.9797
315.244,9.26542
420.277,535.398
563.396,206.366
455.672,195.819
342.967,203.491
1.68462,110.764
243.263,54.1276
333.775,246.486
88.2046,218.873
573.193,230.134
123.508,478.89
121.604,520.951
278.42,425.532
567.37,366.771
70.9738,419.947
181.701,590.057
225.153,416.156
224.219,346.757
169.085,341.85
575.866,102.121
